drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR
SIROLIMUS	591	414	177	panel	scale+nzv+pca	glm	0.1530755738566138	0.016801690888506787	0.1296213365480652
SIROLIMUS	591	414	177	mo	scale+nzv	glm	0.14955756726818337	0.06482502455834384	0.25460758935731637
SIROLIMUS	591	414	177	mo	scale+nzv+pca	glm	0.1503858353551752	0.06676528196923365	0.25838978689033676
SL 0101-1	642	449	193	panel	scale+nzv	glm	0.02446291494096608	NA	NA
SL 0101-1	642	449	193	panel	scale+nzv+pca	glm	0.02446291494096608	NA	NA
SL 0101-1	642	449	193	mo	scale+nzv	glm	0.02446291494096608	NA	NA
SL 0101-1	642	449	193	mo	scale+nzv+pca	glm	0.02446291494096608	NA	NA
SN-38	661	463	198	panel	scale+nzv	glm	0.1768089000716406	0.11060732185471178	0.33257679091408615
SN-38	661	463	198	panel	scale+nzv+pca	glm	0.1804407880914206	0.07349462625009819	0.2710989233658042
SN-38	661	463	198	mo	scale+nzv	glm	0.17461735713467386	0.13268713936924387	0.36426245945642527
SN-38	661	463	198	mo	scale+nzv+pca	glm	0.17899272860799542	0.08855646093966352	0.2975843761686146
SNX-2112	634	444	190	panel	scale+nzv	glm	0.24156551378366004	0.06623626205184292	0.2573640651913995
SNX-2112	634	444	190	panel	scale+nzv+pca	glm	0.23765635538233426	0.061693670833520106	0.2483821065083395
SNX-2112	634	444	190	mo	scale+nzv	glm	0.2151392341882177	0.23478786374893806	0.48454913450437415
SNX-2112	634	444	190	mo	scale+nzv+pca	glm	0.22587782435772774	0.15056261578680005	0.3880239886744118
SORAFENIB	605	424	181	panel	scale+nzv	glm	0.08343627090375469	NA	NA
SORAFENIB	605	424	181	panel	scale+nzv+pca	glm	0.08328087213259856	0.0038237990826946885	0.061836874781110086
SORAFENIB	605	424	181	mo	scale+nzv	glm	0.08300828642626068	0.020934946814251752	0.14468913854969126
SORAFENIB	605	424	181	mo	scale+nzv+pca	glm	0.08302869652874828	0.021351547256003644	0.1461216864671485
SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	643	450	193	panel	scale+nzv	glm	0.007790132545346539	0.0051260526101221246	0.07159645668692079
SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	643	450	193	panel	scale+nzv+pca	glm	0.007787895883379207	0.007965885921296536	0.08925181186562285
SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	643	450	193	mo	scale+nzv	glm	0.0077526467744984595	0.013887063746782467	0.1178433865211895
SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	643	450	193	mo	scale+nzv+pca	glm	0.0077731707404654765	0.009445158396274527	0.09718620476319943
STF-62247	637	446	191	panel	scale+nzv	glm	0.026095996348796984	0.05628477664288105	0.23724412878484696
STF-62247	637	446	191	panel	scale+nzv+pca	glm	0.026135801610495734	0.058398372772853334	0.24165755269151704
STF-62247	637	446	191	mo	scale+nzv	glm	0.025942976451525303	0.06769035733557988	0.2601737060803414
STF-62247	637	446	191	mo	scale+nzv+pca	glm	0.02612058538393861	0.05575017538674826	0.23611475046415092
SU-11274	643	450	193	panel	scale+nzv	glm	0.07024854553997424	NA	NA
SU-11274	643	450	193	panel	scale+nzv+pca	glm	0.06962670711136079	0.07833494122133115	0.2798837994978115
SU-11274	643	450	193	mo	scale+nzv	glm	0.07024854553997424	NA	NA
SU-11274	643	450	193	mo	scale+nzv+pca	glm	0.06926709353192476	0.10553616925711701	0.3248633085731859
SUNITINIB	236	165	71	panel	scale+nzv	glm	0.14755021039220753	NA	NA
SUNITINIB	236	165	71	panel	scale+nzv+pca	glm	0.1432785523950035	0.095630476513458	0.3092417767919755
SUNITINIB	236	165	71	mo	scale+nzv	glm	0.13680260249333942	0.2007992160981924	0.4481062553660598
SUNITINIB	236	165	71	mo	scale+nzv+pca	glm	0.13659258697059745	0.17376332864330804	0.41684928768477947
T0901317	636	445	191	panel	scale+nzv	glm	0.09921251514639892	0.02020296820884637	0.14213714577423583
T0901317	636	445	191	panel	scale+nzv+pca	glm	0.09954438548804562	0.015433239102250505	0.12423058843236034
T0901317	636	445	191	mo	scale+nzv	glm	0.09826726580845487	0.05693039682575694	0.2386009153916995
T0901317	636	445	191	mo	scale+nzv+pca	glm	0.09923627162162663	0.03458686082692454	0.18597543070772693
TAK-715	639	447	192	panel	scale+nzv	glm	0.05690980721716677	0.08038810490634253	0.28352796141887404
TAK-715	639	447	192	panel	scale+nzv+pca	glm	0.05810592145885476	0.04180344038640473	0.20445889656946878
TAK-715	639	447	192	mo	scale+nzv	glm	0.05375685048514996	0.17848372324307038	0.4224733402749461
TAK-715	639	447	192	mo	scale+nzv+pca	glm	0.055733980417250494	0.11495184943810086	0.33904549759302344
TALAZOPARIB	660	462	198	panel	scale+nzv	glm	0.16311339225934499	0.012794099716620119	0.11311100616925003
TALAZOPARIB	660	462	198	panel	scale+nzv+pca	glm	0.1630358546546197	0.013606428057798103	0.11664659471153928
TALAZOPARIB	660	462	198	mo	scale+nzv	glm	0.162637862672853	0.028231857267372117	0.1680233830970324
TALAZOPARIB	660	462	198	mo	scale+nzv+pca	glm	0.1645520976732204	0.014120083284312383	0.11882795666135298
TAMOXIFEN	661	463	198	panel	scale+nzv	glm	0.04036403840533928	0.0037787648124161504	0.061471658611234416
TAMOXIFEN	661	463	198	panel	scale+nzv+pca	glm	0.04038202232907734	0.0014849220739084463	0.038534686633064065
TAMOXIFEN	661	463	198	mo	scale+nzv	glm	0.040432937199329166	0.0019868045498799424	0.04457358578665107
TAMOXIFEN	661	463	198	mo	scale+nzv+pca	glm	0.040377743571305136	0.001570006233686768	0.039623304174270575
TANESPIMYCIN	655	458	197	panel	scale+nzv	glm	0.17676028174999592	0.11375871554672427	0.33728135961941963
TANESPIMYCIN	655	458	197	panel	scale+nzv+pca	glm	0.1814306503726375	0.05455176755667871	0.23356319820699217
TANESPIMYCIN	655	458	197	mo	scale+nzv	glm	0.17161681470372286	0.16890901586211246	0.4109854204982367
TANESPIMYCIN	655	458	197	mo	scale+nzv+pca	glm	0.1771708560779803	0.11837033956088495	0.34404990853201073
TASELISIB	585	410	175	panel	scale+nzv	glm	0.13757047529039704	0.039212984492939425	0.19802268681375734
TASELISIB	585	410	175	panel	scale+nzv+pca	glm	0.13945966974715562	0.009827616409460668	0.09913433516930785
TASELISIB	585	410	175	mo	scale+nzv	glm	0.1372046927409654	0.04534251794519413	0.2129378264780453
TASELISIB	585	410	175	mo	scale+nzv+pca	glm	0.13905232592703057	0.014910870689881823	0.12211007611938428
TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	552	386	166	panel	scale+nzv	glm	0.10202975594094703	0.10006986738979974	0.3163382167709108
TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	552	386	166	panel	scale+nzv+pca	glm	0.10302115330508552	0.0797151707987055	0.28233875185440893
TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	552	386	166	mo	scale+nzv	glm	0.0965325768393452	0.1959767233913304	0.4426925833931831
TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	552	386	166	mo	scale+nzv+pca	glm	0.09866013065222111	0.1860876893519313	0.4313788234857285
TEMOZOLOMIDE	661	463	198	panel	scale+nzv	glm	0.035677266227993186	NA	NA
TEMOZOLOMIDE	661	463	198	panel	scale+nzv+pca	glm	0.035677266227993186	NA	NA
TEMOZOLOMIDE	661	463	198	mo	scale+nzv	glm	0.035677266227993186	NA	NA
TEMOZOLOMIDE	661	463	198	mo	scale+nzv+pca	glm	0.035677266227993186	NA	NA
TEMSIROLIMUS	646	452	194	panel	scale+nzv	glm	0.16684207660008027	0.05058117424065552	0.22490258833694093
TEMSIROLIMUS	646	452	194	panel	scale+nzv+pca	glm	0.16727801094534706	0.07587692335036852	0.2754576616294572
TEMSIROLIMUS	646	452	194	mo	scale+nzv	glm	0.16327752927206815	0.09169088035779799	0.3028050203642568
TEMSIROLIMUS	646	452	194	mo	scale+nzv+pca	glm	0.16188844549911155	0.12363457514499518	0.35161708596852226
TENIPOSIDE	532	372	160	panel	scale+nzv	glm	0.15535569799355436	0.22438070573299387	0.4736884057405183
TENIPOSIDE	532	372	160	panel	scale+nzv+pca	glm	0.16146303504719464	0.16998953977645184	0.41229787748235114
TENIPOSIDE	532	372	160	mo	scale+nzv	glm	0.1410935055955903	0.3964937267391282	0.6296774783483432
TENIPOSIDE	532	372	160	mo	scale+nzv+pca	glm	0.14738226905513413	0.36544303834046293	0.6045188486229879
TENOVIN-6	643	450	193	panel	scale+nzv	glm	0.09854014325474103	0.10038015323462803	0.31682827088918064
TENOVIN-6	643	450	193	panel	scale+nzv+pca	glm	0.10102249313646038	0.05792060110594055	0.24066699214046897
TENOVIN-6	643	450	193	mo	scale+nzv	glm	0.09453230582251214	0.1759276395982563	0.4194372892319617
TENOVIN-6	643	450	193	mo	scale+nzv+pca	glm	0.09788707732190036	0.13330827925313574	0.36511406334614904
TG-101348	640	448	192	panel	scale+nzv	glm	0.12354470880882386	0.10350774343100153	0.3217261932622234
TG-101348	640	448	192	panel	scale+nzv+pca	glm	0.12413887526936492	0.07422799462741059	0.2724481503468331
TG-101348	640	448	192	mo	scale+nzv	glm	0.11969037266464673	0.15100565778392733	0.3885944644277982
TG-101348	640	448	192	mo	scale+nzv+pca	glm	0.12044495230770944	0.1254556509144549	0.35419719213236983
TGX-221	234	164	70	panel	scale+nzv	glm	0.07797190058672535	0.024951510749197874	0.15796047210994868
TGX-221	234	164	70	panel	scale+nzv+pca	glm	0.07516001242284785	0.013014418574140563	0.11408075461768546
TGX-221	234	164	70	mo	scale+nzv	glm	0.07350262190682956	0.048712510982173676	0.2207091094227279
TGX-221	234	164	70	mo	scale+nzv+pca	glm	0.07583210389050112	0.010673822344420235	0.10331419236687782
THAPSIGARGIN	602	421	181	panel	scale+nzv	glm	0.24965772621923896	1.9489024352624143e-6	-0.0013960309578452815
THAPSIGARGIN	602	421	181	panel	scale+nzv+pca	glm	0.24916761206633947	NA	NA
THAPSIGARGIN	602	421	181	mo	scale+nzv	glm	0.23563837682155542	0.11823493650515993	0.34385307400859444
THAPSIGARGIN	602	421	181	mo	scale+nzv+pca	glm	0.24751482271474887	0.026091860095349674	0.16152974987707272
THZ-2-102-1	627	439	188	panel	scale+nzv	glm	0.29123139051256347	0.08331117278380239	0.288636748844984
THZ-2-102-1	627	439	188	panel	scale+nzv+pca	glm	0.2894779883728936	0.0904791646276818	0.30079754757590993
THZ-2-102-1	627	439	188	mo	scale+nzv	glm	0.2640031205118325	0.24830644901535853	0.49830357114449675
THZ-2-102-1	627	439	188	mo	scale+nzv+pca	glm	0.2727115222859467	0.2012304445826143	0.4485871649775708
THZ-2-49	631	442	189	panel	scale+nzv	glm	0.21165645856582258	0.017859867204048748	0.1336408141401748
THZ-2-49	631	442	189	panel	scale+nzv+pca	glm	0.20640029199452914	0.04322316592384935	0.20790181799072693
THZ-2-49	631	442	189	mo	scale+nzv	glm	0.19726092571957238	0.1190297984082124	0.34500695414471344
THZ-2-49	631	442	189	mo	scale+nzv+pca	glm	0.2022562859468069	0.08590075954426411	0.29308831355798565
TIPIFARNIB	616	431	185	panel	scale+nzv	glm	0.19587838509891958	0.0023754394105012545	-0.04873847977216005
TIPIFARNIB	616	431	185	panel	scale+nzv+pca	glm	0.19438929770047253	NA	NA
TIPIFARNIB	616	431	185	mo	scale+nzv	glm	0.19287113180833115	0.01722301784570397	0.13123649586035116
TIPIFARNIB	616	431	185	mo	scale+nzv+pca	glm	0.19438929770047253	NA	NA
TIVOZANIB	639	447	192	panel	scale+nzv	glm	0.027877427122823432	0.05348259670391684	0.23126304655936028
TIVOZANIB	639	447	192	panel	scale+nzv+pca	glm	0.027857084425844607	0.049890796022728084	0.2233624767563435
TIVOZANIB	639	447	192	mo	scale+nzv	glm	0.028251792778908703	0.04898534237180987	0.22132632552818896
TIVOZANIB	639	447	192	mo	scale+nzv+pca	glm	0.027901209530949996	0.05094422723762187	0.22570827906309035
TL-1-85	641	449	192	panel	scale+nzv	glm	0.13367554751382654	0.07199056856276691	0.26831058227875937
TL-1-85	641	449	192	panel	scale+nzv+pca	glm	0.13418443987655637	0.04701162394159636	0.21682164085163722
TL-1-85	641	449	192	mo	scale+nzv	glm	0.11742227698704803	0.26535003761609427	0.5151213814394567
TL-1-85	641	449	192	mo	scale+nzv+pca	glm	0.12595588259705934	0.15242214833947418	0.3904127922333926
TL-2-105	638	447	191	panel	scale+nzv	glm	0.07769521077228586	0.052090502392136716	0.22823343837425908
TL-2-105	638	447	191	panel	scale+nzv+pca	glm	0.07544556723454685	0.06055665963180626	0.246082627651377
TL-2-105	638	447	191	mo	scale+nzv	glm	0.07291513833130324	0.14783929600827564	0.3844987594365886
TL-2-105	638	447	191	mo	scale+nzv+pca	glm	0.07357413014538072	0.10259913277598291	0.32031099384189565
TOPOTECAN	532	372	160	panel	scale+nzv	glm	0.15747066058093895	0.04024087349942195	0.20060127990474524
TOPOTECAN	532	372	160	panel	scale+nzv+pca	glm	0.15397282737277027	0.044147777508223796	0.21011372517811347
TOPOTECAN	532	372	160	mo	scale+nzv	glm	0.145915521036004	0.12259905176233114	0.35014147392494244
TOPOTECAN	532	372	160	mo	scale+nzv+pca	glm	0.1475310884276905	0.10732168567966739	0.3275998865684593
TORIN-2	612	428	184	panel	scale+nzv	glm	0.23479543263056843	0.12679982748650193	0.3560896340621304
TORIN-2	612	428	184	panel	scale+nzv+pca	glm	0.2373487181014903	0.09171607238969337	0.30284661528518586
TORIN-2	612	428	184	mo	scale+nzv	glm	0.23239156168309616	0.13845572499409525	0.37209639207347234
TORIN-2	612	428	184	mo	scale+nzv+pca	glm	0.23234563960526627	0.13484312628492834	0.3672099212779093
TOZASERTIB	271	190	81	panel	scale+nzv	glm	0.2266836797828813	NA	NA
TOZASERTIB	271	190	81	panel	scale+nzv+pca	glm	0.22249680985244136	0.09859434690845	0.313997367677581
TOZASERTIB	271	190	81	mo	scale+nzv	glm	0.2266836797828813	NA	NA
TOZASERTIB	271	190	81	mo	scale+nzv+pca	glm	0.22116307092186718	0.09700581534087575	0.3114575658751538
TPCA-1	641	449	192	panel	scale+nzv	glm	0.1355437034855616	0.1998703202000169	0.44706858556603696
TPCA-1	641	449	192	panel	scale+nzv+pca	glm	0.13962233249166178	0.15929419066245723	0.3991167631940022
TPCA-1	641	449	192	mo	scale+nzv	glm	0.11753651059610477	0.4741911344810947	0.6886153748509357
TPCA-1	641	449	192	mo	scale+nzv+pca	glm	0.12716932030873754	0.3408406656119181	0.5838156092568253
TRAMETINIB	659	461	198	panel	scale+nzv	glm	0.27611891021899976	0.07506280885383629	0.27397592750794053
TRAMETINIB	659	461	198	panel	scale+nzv+pca	glm	0.27968154817045016	0.03657304201873306	0.19124079590592866
TRAMETINIB	659	461	198	mo	scale+nzv	glm	0.25137288720608514	0.2056677497140546	0.45350606359127615
TRAMETINIB	659	461	198	mo	scale+nzv+pca	glm	0.2663575826902511	0.11855237729586454	0.34431435824819234
TRETINOIN	654	458	196	panel	scale+nzv	glm	0.10773191137242512	0.10698641363306581	0.3270877766488161
TRETINOIN	654	458	196	panel	scale+nzv+pca	glm	0.11149130348634684	0.046921308935335415	0.21661327045067072
TRETINOIN	654	458	196	mo	scale+nzv	glm	0.10360715518680887	0.21335394896771018	0.4619025318914264
TRETINOIN	654	458	196	mo	scale+nzv+pca	glm	0.10695613109095045	0.17286728074828195	0.415773112103563
TRICHOSTATIN-A	636	445	191	panel	scale+nzv	glm	0.130577955296911	0.06120186518323001	0.24739010728650815
TRICHOSTATIN-A	636	445	191	panel	scale+nzv+pca	glm	0.1291638969459596	0.09819944827045005	0.31336791199874
TRICHOSTATIN-A	636	445	191	mo	scale+nzv	glm	0.12609982600286163	0.11904123268109644	0.3450235248227234
TRICHOSTATIN-A	636	445	191	mo	scale+nzv+pca	glm	0.12466124909412438	0.1396168121314685	0.3736533314871801
TUBASTATIN A	637	446	191	panel	scale+nzv	glm	0.06880979432627066	0.13502204804764611	0.3674534637850705
TUBASTATIN A	637	446	191	panel	scale+nzv+pca	glm	0.07052398722481124	0.09138029319761448	0.3022917352452999
TUBASTATIN A	637	446	191	mo	scale+nzv	glm	0.0681262776568994	0.1572640062234421	0.39656526098921235
TUBASTATIN A	637	446	191	mo	scale+nzv+pca	glm	0.06991124661556965	0.1203058104057279	0.3468512799539997
TW-37	650	455	195	panel	scale+nzv	glm	0.1551936343512467	0.06921831953415761	0.26309374666486773
TW-37	650	455	195	panel	scale+nzv+pca	glm	0.15505105408325473	0.08455776136566918	0.2907881726715672
TW-37	650	455	195	mo	scale+nzv	glm	0.15120296564673857	0.11538257119465635	0.3396801012639044
TW-37	650	455	195	mo	scale+nzv+pca	glm	0.15111137086678697	0.11102155057663526	0.33319896544952726
TWS-119	643	450	193	panel	scale+nzv	glm	0.14664756559350475	0.02938760567334673	0.17142813559432632
TWS-119	643	450	193	panel	scale+nzv+pca	glm	0.14901372683649353	0.0031408833951387014	0.05604358478129947
TWS-119	643	450	193	mo	scale+nzv	glm	0.14541561200410422	0.0430815996358862	0.20756107447179542
TWS-119	643	450	193	mo	scale+nzv+pca	glm	0.1476532862231777	0.015653608334673885	0.12511438100663683
UMI-77, UMI 77	552	386	166	panel	scale+nzv	glm	0.05973293171991267	6.831395710834432e-4	0.02613693882388378
UMI-77, UMI 77	552	386	166	panel	scale+nzv+pca	glm	0.05951362522231297	2.772732273349259e-4	-0.016651523273710604
UMI-77, UMI 77	552	386	166	mo	scale+nzv	glm	0.059851366401104555	2.698323344261933e-4	0.016426574031921364
UMI-77, UMI 77	552	386	166	mo	scale+nzv+pca	glm	0.05937474524396769	0.0034899338828987816	0.05907566235683508
UNC0638	674	472	202	panel	scale+nzv	glm	0.12003171395151571	0.09539122819512875	0.30885470401975224
UNC0638	674	472	202	panel	scale+nzv+pca	glm	0.12071485605433772	0.0818568384587048	0.2861063411717832
UNC0638	674	472	202	mo	scale+nzv	glm	0.11379937314912635	0.20051979740507958	0.4477943695549103
UNC0638	674	472	202	mo	scale+nzv+pca	glm	0.11753495774896217	0.13111564014038146	0.36209893695008477
UNC0642	615	430	185	panel	scale+nzv	glm	0.009398078658943154	NA	NA
UNC0642	615	430	185	panel	scale+nzv+pca	glm	0.009398078658943154	NA	NA
UNC0642	615	430	185	mo	scale+nzv	glm	0.009398078658943154	NA	NA
UNC0642	615	430	185	mo	scale+nzv+pca	glm	0.009398078658943154	NA	NA
UNC1215	626	438	188	panel	scale+nzv	glm	0.009395201535933833	9.98236756318567e-5	0.00999117989187747
UNC1215	626	438	188	panel	scale+nzv+pca	glm	0.009482353541321487	0.015066195813586508	-0.12274443292299048
UNC1215	626	438	188	mo	scale+nzv	glm	0.009408813369656427	0.0019284666782073316	0.04391431063112948
UNC1215	626	438	188	mo	scale+nzv+pca	glm	0.009466856196873907	0.007490080359636465	-0.08654525035862144
UPROSERTIB	583	408	175	panel	scale+nzv	glm	0.12097779262029025	0.04037717336961052	0.2009407210338674
UPROSERTIB	583	408	175	panel	scale+nzv+pca	glm	0.12221066972896638	0.015014373010389818	0.12253315065887198
UPROSERTIB	583	408	175	mo	scale+nzv	glm	0.12113845591455236	0.04002050085292458	0.2000512455670411
UPROSERTIB	583	408	175	mo	scale+nzv+pca	glm	0.12153354519676102	0.017723471786722227	0.13312953010779474
VE-821	544	381	163	panel	scale+nzv	glm	0.05948608593010062	0.12187686435666147	0.3491086712710835
VE-821	544	381	163	panel	scale+nzv+pca	glm	0.05990455748764219	0.1078084460476271	0.3283419651028895
VE-821	544	381	163	mo	scale+nzv	glm	0.055952906997123936	0.2698672709613132	0.5194875079935158
VE-821	544	381	163	mo	scale+nzv+pca	glm	0.058106740093342955	0.20304566722634604	0.4506058890275914
VE-822	532	372	160	panel	scale+nzv	glm	0.0703736713384242	0.036477583327401815	0.19099105562146573
VE-822	532	372	160	panel	scale+nzv+pca	glm	0.07158245552020229	0.001092998862780865	0.03306053331059354
VE-822	532	372	160	mo	scale+nzv	glm	0.06651195835388893	0.12476233160868878	0.35321711681158485
VE-822	532	372	160	mo	scale+nzv+pca	glm	0.06858360407264588	0.073615312116619	0.2713214184627137
VELIPARIB	658	461	197	panel	scale+nzv	glm	0.01800510730572476	NA	NA
VELIPARIB	658	461	197	panel	scale+nzv+pca	glm	0.0180169546318118	4.896391013165417e-4	0.022127790249289278
VELIPARIB	658	461	197	mo	scale+nzv	glm	0.01800510730572476	NA	NA
VELIPARIB	658	461	197	mo	scale+nzv+pca	glm	0.0180034372336666	0.0025063374629527937	0.05006333451691761
VENETOCLAX	556	389	167	panel	scale+nzv	glm	0.10390538986123914	0.2104430557261346	0.45874072821816747
VENETOCLAX	556	389	167	panel	scale+nzv+pca	glm	0.107134133491652	0.18599758886516782	0.43127437770538585
VENETOCLAX	556	389	167	mo	scale+nzv	glm	0.09237249314027454	0.3727207350255907	0.6105085871841531
VENETOCLAX	556	389	167	mo	scale+nzv+pca	glm	0.10046823799794544	0.301241658998069	0.548854861505361
VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	635	444	191	panel	scale+nzv	glm	0.13783041580265862	0.06725148665486028	0.2593289159636084
VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	635	444	191	panel	scale+nzv+pca	glm	0.13740595531747365	0.07445536713647431	0.27286510794983354
VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	635	444	191	mo	scale+nzv	glm	0.1316183164324644	0.41959533308978375	0.6477617873028508
VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	635	444	191	mo	scale+nzv+pca	glm	0.13573043577548416	0.1768149606524842	0.42049371059801144
VINBLASTINE	667	467	200	panel	scale+nzv	glm	0.16272948096405634	0.09862949366569859	0.3140533293338865
VINBLASTINE	667	467	200	panel	scale+nzv+pca	glm	0.1642882687380236	0.08157686335734117	0.2856166370457806
VINBLASTINE	667	467	200	mo	scale+nzv	glm	0.16007725378545407	0.12820904776345904	0.35806291034322313
VINBLASTINE	667	467	200	mo	scale+nzv+pca	glm	0.1601889413111411	0.12434838980927372	0.35263067054536495
VINCRISTINE	530	371	159	panel	scale+nzv	glm	0.21916992310325467	0.23273290186888002	0.48242398558620614
VINCRISTINE	530	371	159	panel	scale+nzv+pca	glm	0.2299046459439276	0.16163810258352898	0.4020424139111805
VINCRISTINE	530	371	159	mo	scale+nzv	glm	0.19760782881378783	0.39691009458206805	0.6300080115221298
VINCRISTINE	530	371	159	mo	scale+nzv+pca	glm	0.2118632667196232	0.29793295381851875	0.5458323495529729
VINORELBINE	657	460	197	panel	scale+nzv	glm	0.1767628809903059	0.002361359014574974	0.048593816629021576
VINORELBINE	657	460	197	panel	scale+nzv+pca	glm	0.17646257188922546	0.005927326551820417	0.07698913268650594
VINORELBINE	657	460	197	mo	scale+nzv	glm	0.17333840188156371	0.04108579419929428	0.20269631027548152
VINORELBINE	657	460	197	mo	scale+nzv+pca	glm	0.17490833911918036	0.02434642713802083	0.1560334167350726
VISMODEGIB	659	461	198	panel	scale+nzv	glm	0.019299798143570517	NA	NA
VISMODEGIB	659	461	198	panel	scale+nzv+pca	glm	0.019299798143570517	NA	NA
VISMODEGIB	659	461	198	mo	scale+nzv	glm	0.019299798143570517	NA	NA
VISMODEGIB	659	461	198	mo	scale+nzv+pca	glm	0.019299798143570517	NA	NA
VNLG-124	635	444	191	panel	scale+nzv	glm	0.07942840372086671	0.01794514334113372	0.13395948395367055
VNLG-124	635	444	191	panel	scale+nzv+pca	glm	0.08003093152196408	0.012957800107426568	0.11383233331275683
VNLG-124	635	444	191	mo	scale+nzv	glm	0.07719862964495024	0.0857625468293483	0.2928524318310304
VNLG-124	635	444	191	mo	scale+nzv+pca	glm	0.078877508409424	0.14335779933022594	0.3786262000049996
VORINOSTAT	668	468	200	panel	scale+nzv	glm	0.10552608364425255	0.16625715689977422	0.4077464370166516
VORINOSTAT	668	468	200	panel	scale+nzv+pca	glm	0.10693165445031493	0.17071791150835477	0.4131802409461938
VORINOSTAT	668	468	200	mo	scale+nzv	glm	0.09939676275994805	0.27692453116373544	0.526236193323621
VORINOSTAT	668	468	200	mo	scale+nzv+pca	glm	0.10141208363630892	0.2637547383171049	0.5135705777369892
VOXTALISIB	643	450	193	panel	scale+nzv	glm	0.0428420185877673	0.011738217379111392	0.1083430541341317
VOXTALISIB	643	450	193	panel	scale+nzv+pca	glm	0.042958568025662724	2.2307225458646418e-4	-0.014935603589626506
VOXTALISIB	643	450	193	mo	scale+nzv	glm	0.042793189438927445	0.013316340740748637	0.11539645029526964
VOXTALISIB	643	450	193	mo	scale+nzv+pca	glm	0.0429327562074594	8.772692718294679e-5	-0.009366265380766594
VX-11E	661	463	198	panel	scale+nzv	glm	0.10405691899790853	0.11909552165989007	0.34510219016965116
VX-11E	661	463	198	panel	scale+nzv+pca	glm	0.10662323999695689	0.02911513011911626	0.17063156249391923
VX-11E	661	463	198	mo	scale+nzv	glm	0.09988772456934886	0.16352480090732233	0.4043819987429242
VX-11E	661	463	198	mo	scale+nzv+pca	glm	0.10486245577199607	0.061484910817800054	0.24796151075882736
VX-702	654	458	196	panel	scale+nzv	glm	0.02913465317336903	NA	NA
VX-702	654	458	196	panel	scale+nzv+pca	glm	0.029054557185960592	0.0062707842723321834	0.07918828368093467
VX-702	654	458	196	mo	scale+nzv	glm	0.02913465317336903	NA	NA
VX-702	654	458	196	mo	scale+nzv+pca	glm	0.028970301389996782	0.013907862326271506	0.11793160020228466
WEHI-539, WEHI539	552	386	166	panel	scale+nzv	glm	0.10900267951160132	NA	NA
WEHI-539, WEHI539	552	386	166	panel	scale+nzv+pca	glm	0.10821032485789855	0.015301116664986607	0.1236976825368471
WEHI-539, WEHI539	552	386	166	mo	scale+nzv	glm	0.10778882427684341	0.0387607960742975	0.19687761699669543
WEHI-539, WEHI539	552	386	166	mo	scale+nzv+pca	glm	0.10725197592928062	0.04397975689235516	0.20971351146827702
WH-4-023	234	164	70	panel	scale+nzv	glm	0.2649835753950974	1.1600126341274798e-5	-0.003405895820672558
WH-4-023	234	164	70	panel	scale+nzv+pca	glm	0.26098548823200823	3.278334872836219e-5	-0.00572567452169281
WH-4-023	234	164	70	mo	scale+nzv	glm	0.2610285409910819	0.006423994605917277	0.08014982598806611
WH-4-023	234	164	70	mo	scale+nzv+pca	glm	0.2603943573755142	1.7519459975640282e-4	0.013236109691159363
WHI-P97, KIN001-055	641	449	192	panel	scale+nzv	glm	0.05141694064005005	0.01567942606138862	0.1252175149944632
WHI-P97, KIN001-055	641	449	192	panel	scale+nzv+pca	glm	0.051718444076769544	NA	NA
WHI-P97, KIN001-055	641	449	192	mo	scale+nzv	glm	0.05095109180172121	0.04584012591723437	0.214103073114877
WHI-P97, KIN001-055	641	449	192	mo	scale+nzv+pca	glm	0.05091623377714041	0.04700683263638964	0.21681059161486932
WIKI4	551	386	165	panel	scale+nzv	glm	0.03788367389061902	0.04910277246038154	0.22159145394256868
WIKI4	551	386	165	panel	scale+nzv+pca	glm	0.03856430790826357	0.014737572075868165	0.12139840227889395
WIKI4	551	386	165	mo	scale+nzv	glm	0.03725066075489932	0.08079866823864673	0.2842510655013394
WIKI4	551	386	165	mo	scale+nzv+pca	glm	0.03800815392847779	0.04292246861062921	0.20717738440918018
WNT-C59	667	467	200	panel	scale+nzv	glm	0.021758093791790202	0.004902929583431031	0.07002092246915226
WNT-C59	667	467	200	panel	scale+nzv+pca	glm	0.02175181751961531	0.002521912526094974	0.050218647194990966
WNT-C59	667	467	200	mo	scale+nzv	glm	0.021631835359593343	0.014066499712967853	0.1186022753279542
WNT-C59	667	467	200	mo	scale+nzv+pca	glm	0.021768621389650723	0.0020183002898929133	0.04492549710234616
